Date,S&P 500,DXY Index,USD/VND Rate
2025-08-27,6481.39990234375,98.2300033569336,26340.0
2025-08-28,6501.85986328125,97.80999755859375,26374.0
2025-08-29,6460.259765625,97.7699966430664,26360.0
2025-09-01,6460.259765625,97.7699966430664,26340.0
2025-09-02,6415.5400390625,98.4000015258789,26340.0
2025-09-03,6448.259765625,98.13999938964844,26340.0
2025-09-04,6502.080078125,98.3499984741211,26365.0
2025-09-05,6481.5,97.7699966430664,26360.0
2025-09-08,6495.14990234375,97.44999694824219,26375.0
2025-09-09,6512.60986328125,97.79000091552734,26385.0
2025-09-10,6532.0400390625,97.77999877929688,26360.0
2025-09-11,6587.47021484375,97.54000091552734,26370.0
2025-09-12,6584.2900390625,97.55000305175781,26375.0
2025-09-15,6615.27978515625,97.30000305175781,26355.0
2025-09-16,6606.759765625,96.62999725341797,26355.0
2025-09-17,6600.35009765625,96.87000274658203,26381.0
2025-09-18,6631.9599609375,97.3499984741211,26340.0
2025-09-19,6664.35986328125,97.63999938964844,26355.0
2025-09-22,6693.75,97.33000183105469,26355.0
2025-09-23,6656.919921875,97.26000213623047,26395.0
2025-09-24,6637.97021484375,97.87000274658203,26395.0
2025-09-25,6604.72021484375,98.55000305175781,26395.0
2025-09-26,6643.7001953125,98.1500015258789,26380.0
2025-09-29,6661.2099609375,97.91000366210938,26385.0
2025-09-30,6688.4599609375,97.7699966430664,26414.0
2025-10-01,6711.2001953125,97.70999908447266,26425.0
2025-10-02,6715.35009765625,97.8499984741211,26405.0
2025-10-03,6715.7900390625,97.72000122070312,26393.0
2025-10-06,6740.27978515625,98.11000061035156,26375.0
2025-10-07,6714.58984375,98.58000183105469,26340.0
2025-10-08,6753.72021484375,98.8499984741211,26340.0
2025-10-09,6735.10986328125,99.54000091552734,26335.0
2025-10-10,6552.509765625,98.9800033569336,26346.0
2025-10-13,6654.72021484375,99.2699966430664,26310.0
2025-10-14,6644.31005859375,99.05000305175781,26325.0
2025-10-15,6671.06005859375,98.79000091552734,26343.0
2025-10-16,6629.06982421875,98.38999938964844,26315.0
2025-10-17,6664.009765625,98.43000030517578,26310.0
2025-10-20,6735.1298828125,98.58999633789062,26337.0
2025-10-21,6735.35009765625,98.93000030517578,26330.0
2025-10-22,6699.39990234375,98.9000015258789,26333.0
2025-10-23,6738.43994140625,98.94000244140625,26345.0
2025-10-24,6791.68994140625,98.94999694824219,26312.0
2025-10-27,6875.16015625,98.77999877929688,26280.0
2025-10-28,6890.89013671875,98.69000244140625,26280.0
2025-10-29,6890.58984375,99.22000122070312,26308.0
2025-10-30,6822.33984375,99.52999877929688,26335.0
2025-10-31,6840.2001953125,99.80000305175781,26315.0
2025-11-03,6851.97021484375,99.87000274658203,26310.0
2025-11-04,6771.5498046875,100.22000122070312,26309.0
2025-11-05,6796.2900390625,100.19999694824219,26295.0
2025-11-06,6720.31982421875,99.7300033569336,26300.0
2025-11-07,6728.7998046875,99.5999984741211,26285.0
2025-11-10,6832.43017578125,99.62000274658203,26280.0
